# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-04T00:00:00.0
# Date end (ISO 8601): 2019-03-12T00:00:00.0
# Latitude (positive North, ISO 19115): 38.2355
# Longitude (positive East, ISO 19115): 114.1236
# Altitude (m): 160.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-06T06:15:00.0/2019-03-06T06:30:00.0;219.6771;176.5763;153.0294;23.5468;241.1141
2019-03-06T06:30:00.0/2019-03-06T06:45:00.0;211.1698;168.6391;145.2472;23.3919;238.0673
2019-03-06T06:45:00.0/2019-03-06T07:00:00.0;201.6658;159.8075;136.6457;23.1619;234.5183
2019-03-06T07:00:00.0/2019-03-06T07:15:00.0;191.2059;150.1280;127.2807;22.8473;230.3885
2019-03-06T07:15:00.0/2019-03-06T07:30:00.0;179.8349;139.6531;117.2165;22.4366;225.5780
2019-03-06T07:30:00.0/2019-03-06T07:45:00.0;167.6017;128.4425;106.5272;21.9153;219.9585
2019-03-06T07:45:00.0/2019-03-06T08:00:00.0;154.5588;116.5646;95.2985;21.2661;213.3624
2019-03-06T08:00:00.0/2019-03-06T08:15:00.0;140.7620;104.0984;83.6297;20.4687;205.5669
2019-03-06T08:15:00.0/2019-03-06T08:30:00.0;126.2706;91.1431;71.6658;19.4773;196.3443
2019-03-06T08:30:00.0/2019-03-06T08:45:00.0;111.1467;77.8094;59.5393;18.2701;185.2676
2019-03-06T08:45:00.0/2019-03-06T09:00:00.0;95.4551;64.2310;47.4109;16.8200;171.6998
2019-03-06T09:00:00.0/2019-03-06T09:15:00.0;79.2633;50.6481;35.6266;15.0215;155.2580
2019-03-06T09:15:00.0/2019-03-06T09:30:00.0;62.6405;37.2808;24.4755;12.8053;134.7146
2019-03-06T09:30:00.0/2019-03-06T09:45:00.0;45.6581;24.4273;14.3448;10.0824;107.7777
2019-03-06T09:45:00.0/2019-03-06T10:00:00.0;28.3889;12.7598;6.0670;6.6928;71.8620
2019-03-06T10:00:00.0/2019-03-06T10:15:00.0;10.9069;3.6387;1.0076;2.6311;23.3644
2019-03-06T10:15:00.0/2019-03-06T10:30:00.0;0.1017;0.0233;0.0009;0.0224;0.0000
2019-03-06T10:30:00.0/2019-03-06T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T10:45:00.0/2019-03-06T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:00:00.0/2019-03-06T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:15:00.0/2019-03-06T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:30:00.0/2019-03-06T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:45:00.0/2019-03-06T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:00:00.0/2019-03-06T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:15:00.0/2019-03-06T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:30:00.0/2019-03-06T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:45:00.0/2019-03-06T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:00:00.0/2019-03-06T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:15:00.0/2019-03-06T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:30:00.0/2019-03-06T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:45:00.0/2019-03-06T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:00:00.0/2019-03-06T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:15:00.0/2019-03-06T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:30:00.0/2019-03-06T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:45:00.0/2019-03-06T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:00:00.0/2019-03-06T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:15:00.0/2019-03-06T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:30:00.0/2019-03-06T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:45:00.0/2019-03-06T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:00:00.0/2019-03-06T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:15:00.0/2019-03-06T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:30:00.0/2019-03-06T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:45:00.0/2019-03-06T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:00:00.0/2019-03-06T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:15:00.0/2019-03-06T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:30:00.0/2019-03-06T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:45:00.0/2019-03-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:00:00.0/2019-03-06T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:15:00.0/2019-03-06T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:30:00.0/2019-03-06T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:45:00.0/2019-03-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:00:00.0/2019-03-06T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:15:00.0/2019-03-06T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:30:00.0/2019-03-06T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:45:00.0/2019-03-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:00:00.0/2019-03-06T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:15:00.0/2019-03-06T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:30:00.0/2019-03-06T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:45:00.0/2019-03-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:00:00.0/2019-03-06T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:15:00.0/2019-03-06T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:30:00.0/2019-03-06T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:45:00.0/2019-03-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:00:00.0/2019-03-06T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:15:00.0/2019-03-06T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:30:00.0/2019-03-06T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:45:00.0/2019-03-06T23:00:00.0;2.4064;0.6491;0.0768;0.5723;2.0342
2019-03-06T23:00:00.0/2019-03-06T23:15:00.0;18.0555;6.7420;2.2785;4.4634;40.0889
2019-03-06T23:15:00.0/2019-03-06T23:30:00.0;35.5011;16.9211;8.3444;8.5768;79.9030
2019-03-06T23:30:00.0/2019-03-06T23:45:00.0;52.7071;29.0546;17.0102;12.0445;110.9357
2019-03-06T23:45:00.0/2019-03-07T00:00:00.0;69.5998;42.1478;27.2401;14.9078;134.9977
2019-03-07T00:00:00.0/2019-03-07T00:15:00.0;86.1071;55.4521;37.9930;17.4591;152.4477
2019-03-07T00:15:00.0/2019-03-07T00:30:00.0;102.1581;68.5938;48.6834;19.9104;164.7487
2019-03-07T00:30:00.0/2019-03-07T00:45:00.0;117.6841;81.5508;59.3329;22.2179;174.3522
2019-03-07T00:45:00.0/2019-03-07T01:00:00.0;132.6187;94.1800;69.7684;24.4116;181.9622
2019-03-07T01:00:00.0/2019-03-07T01:15:00.0;146.8981;106.3670;79.8598;26.5072;188.0560
2019-03-07T01:15:00.0/2019-03-07T01:30:00.0;160.4610;118.0163;89.5023;28.5139;192.9612
2019-03-07T01:30:00.0/2019-03-07T01:45:00.0;173.2494;129.0452;98.6065;30.4387;196.9058
2019-03-07T01:45:00.0/2019-03-07T02:00:00.0;185.2086;139.3826;107.1047;32.2779;200.0710
2019-03-07T02:00:00.0/2019-03-07T02:15:00.0;196.2875;148.9850;115.0586;33.9264;202.8010
2019-03-07T02:15:00.0/2019-03-07T02:30:00.0;206.4385;157.7720;122.3031;35.4689;204.9732
2019-03-07T02:30:00.0/2019-03-07T02:45:00.0;215.6183;165.6837;128.7407;36.9430;206.5783
2019-03-07T02:45:00.0/2019-03-07T03:00:00.0;223.7876;172.6751;134.3280;38.3471;207.6766
2019-03-07T03:00:00.0/2019-03-07T03:15:00.0;230.9114;178.8854;139.4822;39.4031;208.9897
2019-03-07T03:15:00.0/2019-03-07T03:30:00.0;236.9594;184.2799;144.1890;40.0909;210.5286
2019-03-07T03:30:00.0/2019-03-07T03:45:00.0;241.9055;188.6519;147.9736;40.6783;211.6370
2019-03-07T03:45:00.0/2019-03-07T04:00:00.0;245.7287;191.9790;150.8117;41.1673;212.3401
2019-03-07T04:00:00.0/2019-03-07T04:15:00.0;248.4128;194.2798;152.7194;41.5604;212.7021
2019-03-07T04:15:00.0/2019-03-07T04:30:00.0;249.9461;195.5817;153.7222;41.8594;212.7845
2019-03-07T04:30:00.0/2019-03-07T04:45:00.0;250.3222;195.8073;153.7473;42.0600;212.4983
2019-03-07T04:45:00.0/2019-03-07T05:00:00.0;249.5397;194.9531;152.7930;42.1602;211.8400
2019-03-07T05:00:00.0/2019-03-07T05:15:00.0;247.6018;193.0233;150.8660;42.1573;210.8037
2019-03-07T05:15:00.0/2019-03-07T05:30:00.0;244.5170;190.0278;147.9800;42.0478;209.3775
2019-03-07T05:30:00.0/2019-03-07T05:45:00.0;240.2985;185.9821;144.1550;41.8270;207.5436
2019-03-07T05:45:00.0/2019-03-07T06:00:00.0;234.9644;180.9071;139.4179;41.4892;205.2771
2019-03-07T06:00:00.0/2019-03-07T06:15:00.0;228.5378;174.8356;133.8089;41.0266;202.5552
2019-03-07T06:15:00.0/2019-03-07T06:30:00.0;221.0462;167.7996;127.3685;40.4311;199.3360
2019-03-07T06:30:00.0/2019-03-07T06:45:00.0;212.5217;159.8324;120.1390;39.6934;195.5581
2019-03-07T06:45:00.0/2019-03-07T07:00:00.0;203.0010;150.9803;112.1786;38.8017;191.1577
2019-03-07T07:00:00.0/2019-03-07T07:15:00.0;192.5249;141.2968;103.5551;37.7417;186.0568
2019-03-07T07:15:00.0/2019-03-07T07:30:00.0;181.1383;130.8441;94.3476;36.4965;180.1591
2019-03-07T07:30:00.0/2019-03-07T07:45:00.0;168.8902;119.6942;84.6481;35.0461;173.3462
2019-03-07T07:45:00.0/2019-03-07T08:00:00.0;155.8330;107.9306;74.5634;33.3672;165.4702
2019-03-07T08:00:00.0/2019-03-07T08:15:00.0;142.0228;95.6510;64.2183;31.4327;156.3452
2019-03-07T08:15:00.0/2019-03-07T08:30:00.0;127.5187;82.9715;53.7608;29.2107;145.7368
2019-03-07T08:30:00.0/2019-03-07T08:45:00.0;112.3831;70.0345;43.3705;26.6640;133.3524
2019-03-07T08:45:00.0/2019-03-07T09:00:00.0;96.6808;57.0218;33.2732;23.7486;118.8417
2019-03-07T09:00:00.0/2019-03-07T09:15:00.0;80.4792;44.1474;23.7203;20.4272;101.6434
2019-03-07T09:15:00.0/2019-03-07T09:30:00.0;63.8477;31.7602;15.1251;16.6351;81.4778
2019-03-07T09:30:00.0/2019-03-07T09:45:00.0;46.8576;20.3701;8.0373;12.3328;58.6068
2019-03-07T09:45:00.0/2019-03-07T10:00:00.0;29.5818;10.6249;3.0131;7.6118;34.0278
2019-03-07T10:00:00.0/2019-03-07T10:15:00.0;12.0944;3.3277;0.4672;2.8605;10.2664
2019-03-07T10:15:00.0/2019-03-07T10:30:00.0;0.2831;0.0590;0.0009;0.0581;0.0000
2019-03-07T10:30:00.0/2019-03-07T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T10:45:00.0/2019-03-07T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:00:00.0/2019-03-07T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:15:00.0/2019-03-07T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:30:00.0/2019-03-07T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:45:00.0/2019-03-07T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:00:00.0/2019-03-07T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:15:00.0/2019-03-07T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:30:00.0/2019-03-07T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:45:00.0/2019-03-07T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:00:00.0/2019-03-07T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:15:00.0/2019-03-07T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:30:00.0/2019-03-07T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:45:00.0/2019-03-07T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:00:00.0/2019-03-07T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:15:00.0/2019-03-07T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:30:00.0/2019-03-07T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:45:00.0/2019-03-07T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:00:00.0/2019-03-07T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:15:00.0/2019-03-07T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:30:00.0/2019-03-07T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:45:00.0/2019-03-07T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:00:00.0/2019-03-07T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:15:00.0/2019-03-07T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:30:00.0/2019-03-07T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:45:00.0/2019-03-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:00:00.0/2019-03-07T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:15:00.0/2019-03-07T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:30:00.0/2019-03-07T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:45:00.0/2019-03-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:00:00.0/2019-03-07T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:15:00.0/2019-03-07T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:30:00.0/2019-03-07T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:45:00.0/2019-03-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:00:00.0/2019-03-07T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:15:00.0/2019-03-07T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:30:00.0/2019-03-07T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:45:00.0/2019-03-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:00:00.0/2019-03-07T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:15:00.0/2019-03-07T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:30:00.0/2019-03-07T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:45:00.0/2019-03-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:00:00.0/2019-03-07T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:15:00.0/2019-03-07T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:30:00.0/2019-03-07T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:45:00.0/2019-03-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:00:00.0/2019-03-07T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:15:00.0/2019-03-07T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:30:00.0/2019-03-07T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:45:00.0/2019-03-07T23:00:00.0;3.4305;0.7696;0.0396;0.7300;1.0562
2019-03-07T23:00:00.0/2019-03-07T23:15:00.0;19.7936;5.6807;0.9296;4.7511;14.9745
2019-03-07T23:15:00.0/2019-03-07T23:30:00.0;37.2383;13.2752;3.6572;9.6180;33.2366
2019-03-07T23:30:00.0/2019-03-07T23:45:00.0;54.4421;22.7443;8.2221;14.5222;51.7603
2019-03-07T23:45:00.0/2019-03-08T00:00:00.0;71.3315;33.5101;14.2900;19.2201;68.9635
2019-03-08T00:00:00.0/2019-03-08T00:15:00.0;87.8342;44.7502;20.9919;23.7583;82.4876
2019-03-08T00:15:00.0/2019-03-08T00:30:00.0;103.8794;55.9466;27.6595;28.2871;91.9756
2019-03-08T00:30:00.0/2019-03-08T00:45:00.0;119.3986;67.1340;34.3708;32.7632;99.4810
2019-03-08T00:45:00.0/2019-03-08T01:00:00.0;134.3252;78.1760;41.0443;37.1317;105.6143
2019-03-08T01:00:00.0/2019-03-08T01:15:00.0;148.5955;89.1349;48.1803;40.9546;112.0813
2019-03-08T01:15:00.0/2019-03-08T01:30:00.0;162.1482;99.6878;55.1614;44.5264;117.6121
2019-03-08T01:30:00.0/2019-03-08T01:45:00.0;174.9255;109.6971;61.7411;47.9561;122.0366
2019-03-08T01:45:00.0/2019-03-08T02:00:00.0;186.8727;119.0651;67.8196;51.2455;125.4890
2019-03-08T02:00:00.0/2019-03-08T02:15:00.0;197.9385;127.7179;73.3222;54.3957;128.0914
2019-03-08T02:15:00.0/2019-03-08T02:30:00.0;208.0756;135.5930;78.1897;57.4033;129.9435
2019-03-08T02:30:00.0/2019-03-08T02:45:00.0;217.2408;142.6353;82.3743;60.2610;131.1248
2019-03-08T02:45:00.0/2019-03-08T03:00:00.0;225.3947;148.7969;85.8385;62.9584;131.6977
2019-03-08T03:00:00.0/2019-03-08T03:15:00.0;232.5025;154.3636;89.1445;65.2192;132.5853
2019-03-08T03:15:00.0/2019-03-08T03:30:00.0;238.5339;159.3076;92.3144;66.9932;133.8294
2019-03-08T03:30:00.0/2019-03-08T03:45:00.0;243.4629;163.2729;94.7529;68.5199;134.5841
2019-03-08T03:45:00.0/2019-03-08T04:00:00.0;247.2685;166.2327;96.4374;69.7953;134.8685
2019-03-08T04:00:00.0/2019-03-08T04:15:00.0;249.9346;168.1674;97.3534;70.8140;134.6969
2019-03-08T04:15:00.0/2019-03-08T04:30:00.0;251.4497;169.0641;97.4946;71.5695;134.0788
2019-03-08T04:30:00.0/2019-03-08T04:45:00.0;251.8075;168.9170;96.8629;72.0541;133.0197
2019-03-08T04:45:00.0/2019-03-08T05:00:00.0;251.0064;167.7270;95.4681;72.2589;131.5213
2019-03-08T05:00:00.0/2019-03-08T05:15:00.0;249.0499;165.5019;93.3283;72.1736;129.5817
2019-03-08T05:15:00.0/2019-03-08T05:30:00.0;245.9465;162.2567;90.4699;71.7869;127.1957
2019-03-08T05:30:00.0/2019-03-08T05:45:00.0;241.7096;158.0139;86.9275;71.0863;124.3551
2019-03-08T05:45:00.0/2019-03-08T06:00:00.0;236.3573;152.8034;82.7449;70.0585;121.0489
2019-03-08T06:00:00.0/2019-03-08T06:15:00.0;229.9128;146.8287;78.2126;68.6160;117.6238
2019-03-08T06:15:00.0/2019-03-08T06:30:00.0;222.4035;140.1850;73.3479;66.8371;114.0280
2019-03-08T06:30:00.0/2019-03-08T06:45:00.0;213.8618;132.7078;67.9832;64.7246;109.9041
2019-03-08T06:45:00.0/2019-03-08T07:00:00.0;204.3245;124.4490;62.1956;62.2533;105.2350
2019-03-08T07:00:00.0/2019-03-08T07:15:00.0;193.8323;115.4813;56.0694;59.4119;99.9973
2019-03-08T07:15:00.0/2019-03-08T07:30:00.0;182.4303;105.8898;49.6997;56.1901;94.1679
2019-03-08T07:30:00.0/2019-03-08T07:45:00.0;170.1674;95.7740;43.1937;52.5804;87.7268
2019-03-08T07:45:00.0/2019-03-08T08:00:00.0;157.0963;85.2508;36.6704;48.5804;80.6602
2019-03-08T08:00:00.0/2019-03-08T08:15:00.0;143.2729;74.4573;30.2614;44.1959;72.9664
2019-03-08T08:15:00.0/2019-03-08T08:30:00.0;128.7567;63.5557;24.1098;39.4459;64.6633
2019-03-08T08:30:00.0/2019-03-08T08:45:00.0;113.6099;52.7359;18.3683;34.3676;55.8003
2019-03-08T08:45:00.0/2019-03-08T09:00:00.0;97.8974;42.2169;13.1948;29.0221;46.4740
2019-03-08T09:00:00.0/2019-03-08T09:15:00.0;81.6865;32.2747;8.7966;23.4781;37.0795
2019-03-08T09:15:00.0/2019-03-08T09:30:00.0;65.0469;23.1416;5.2579;17.8838;27.7476
2019-03-08T09:30:00.0/2019-03-08T09:45:00.0;48.0499;15.0304;2.6121;12.4183;18.5291
2019-03-08T09:45:00.0/2019-03-08T10:00:00.0;30.7683;8.1889;0.9176;7.2713;9.9326
2019-03-08T10:00:00.0/2019-03-08T10:15:00.0;13.2763;2.8736;0.1319;2.7417;2.7265
2019-03-08T10:15:00.0/2019-03-08T10:30:00.0;0.5430;0.0945;0.0002;0.0943;0.0000
2019-03-08T10:30:00.0/2019-03-08T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T10:45:00.0/2019-03-08T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:00:00.0/2019-03-08T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:15:00.0/2019-03-08T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:30:00.0/2019-03-08T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:45:00.0/2019-03-08T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:00:00.0/2019-03-08T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:15:00.0/2019-03-08T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:30:00.0/2019-03-08T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:45:00.0/2019-03-08T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:00:00.0/2019-03-08T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:15:00.0/2019-03-08T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:30:00.0/2019-03-08T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:45:00.0/2019-03-08T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:00:00.0/2019-03-08T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:15:00.0/2019-03-08T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:30:00.0/2019-03-08T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:45:00.0/2019-03-08T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:00:00.0/2019-03-08T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:15:00.0/2019-03-08T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:30:00.0/2019-03-08T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:45:00.0/2019-03-08T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:00:00.0/2019-03-08T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:15:00.0/2019-03-08T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:30:00.0/2019-03-08T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:45:00.0/2019-03-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
