# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-19T00:00:00.0
# Latitude (positive North, ISO 19115): 36.7076
# Longitude (positive East, ISO 19115): 113.9000
# Altitude (m): 471.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-07T06:15:00.0/2019-03-07T06:30:00.0;227.1984;173.2768;131.6908;41.5859;200.5191
2019-03-07T06:30:00.0/2019-03-07T06:45:00.0;218.5588;165.0786;124.0865;40.9921;196.4036
2019-03-07T06:45:00.0/2019-03-07T07:00:00.0;208.9001;155.9745;115.7441;40.2305;191.6629
2019-03-07T07:00:00.0/2019-03-07T07:15:00.0;198.2637;146.0189;106.7348;39.2841;186.2179
2019-03-07T07:15:00.0/2019-03-07T07:30:00.0;186.6951;135.2749;97.1418;38.1330;179.9724
2019-03-07T07:30:00.0/2019-03-07T07:45:00.0;174.2441;123.8156;87.0615;36.7540;172.8088
2019-03-07T07:45:00.0/2019-03-07T08:00:00.0;160.9640;111.7264;76.6061;35.1202;164.5825
2019-03-07T08:00:00.0/2019-03-07T08:15:00.0;146.9119;99.1075;65.9067;33.2007;155.1140
2019-03-07T08:15:00.0/2019-03-07T08:30:00.0;132.1479;86.0785;55.1185;30.9600;144.1811
2019-03-07T08:30:00.0/2019-03-07T08:45:00.0;116.7354;72.7863;44.4290;28.3573;131.5119
2019-03-07T08:45:00.0/2019-03-07T09:00:00.0;100.7405;59.4222;34.0835;25.3388;116.8313
2019-03-07T09:00:00.0/2019-03-07T09:15:00.0;84.2318;46.3060;24.4946;21.8114;100.3101
2019-03-07T09:15:00.0/2019-03-07T09:30:00.0;67.2801;33.7243;15.9229;17.8015;81.4419
2019-03-07T09:30:00.0/2019-03-07T09:45:00.0;49.9580;22.0638;8.7382;13.3256;59.8440
2019-03-07T09:45:00.0/2019-03-07T10:00:00.0;32.3399;11.9455;3.4906;8.4549;36.2438
2019-03-07T10:00:00.0/2019-03-07T10:15:00.0;14.5012;4.1593;0.6452;3.5141;12.9624
2019-03-07T10:15:00.0/2019-03-07T10:30:00.0;0.8340;0.1819;0.0051;0.1768;0.0000
2019-03-07T10:30:00.0/2019-03-07T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T10:45:00.0/2019-03-07T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:00:00.0/2019-03-07T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:15:00.0/2019-03-07T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:30:00.0/2019-03-07T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:45:00.0/2019-03-07T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:00:00.0/2019-03-07T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:15:00.0/2019-03-07T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:30:00.0/2019-03-07T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:45:00.0/2019-03-07T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:00:00.0/2019-03-07T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:15:00.0/2019-03-07T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:30:00.0/2019-03-07T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:45:00.0/2019-03-07T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:00:00.0/2019-03-07T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:15:00.0/2019-03-07T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:30:00.0/2019-03-07T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:45:00.0/2019-03-07T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:00:00.0/2019-03-07T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:15:00.0/2019-03-07T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:30:00.0/2019-03-07T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:45:00.0/2019-03-07T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:00:00.0/2019-03-07T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:15:00.0/2019-03-07T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:30:00.0/2019-03-07T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T16:45:00.0/2019-03-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:00:00.0/2019-03-07T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:15:00.0/2019-03-07T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:30:00.0/2019-03-07T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T17:45:00.0/2019-03-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:00:00.0/2019-03-07T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:15:00.0/2019-03-07T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:30:00.0/2019-03-07T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T18:45:00.0/2019-03-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:00:00.0/2019-03-07T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:15:00.0/2019-03-07T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:30:00.0/2019-03-07T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T19:45:00.0/2019-03-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:00:00.0/2019-03-07T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:15:00.0/2019-03-07T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:30:00.0/2019-03-07T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T20:45:00.0/2019-03-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:00:00.0/2019-03-07T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:15:00.0/2019-03-07T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:30:00.0/2019-03-07T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T21:45:00.0/2019-03-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:00:00.0/2019-03-07T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:15:00.0/2019-03-07T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:30:00.0/2019-03-07T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T22:45:00.0/2019-03-07T23:00:00.0;3.4841;0.8044;0.0446;0.7598;1.4311
2019-03-07T23:00:00.0/2019-03-07T23:15:00.0;20.1797;5.9900;1.0340;4.9560;16.3497
2019-03-07T23:15:00.0/2019-03-07T23:30:00.0;37.9961;14.0214;4.0310;9.9904;35.9154
2019-03-07T23:30:00.0/2019-03-07T23:45:00.0;55.5712;23.9930;8.9873;15.0057;55.4395
2019-03-07T23:45:00.0/2019-03-08T00:00:00.0;72.8298;35.2710;15.5052;19.7658;73.2985
2019-03-08T00:00:00.0/2019-03-08T00:15:00.0;89.6981;47.3923;23.2236;24.1687;89.3036
2019-03-08T00:15:00.0/2019-03-08T00:30:00.0;106.1037;59.9860;31.8111;28.1749;103.5157
2019-03-08T00:30:00.0/2019-03-08T00:45:00.0;121.9765;72.7165;40.9068;31.8097;115.8567
2019-03-08T00:45:00.0/2019-03-08T01:00:00.0;137.2485;85.3540;50.2573;35.0967;126.5433
2019-03-08T01:00:00.0/2019-03-08T01:15:00.0;151.8544;97.7189;59.6566;38.0623;135.7913
2019-03-08T01:15:00.0/2019-03-08T01:30:00.0;165.7316;109.6674;68.9351;40.7324;143.7924
2019-03-08T01:30:00.0/2019-03-08T01:45:00.0;178.8208;121.0812;77.9503;43.1308;150.7101
2019-03-08T01:45:00.0/2019-03-08T02:00:00.0;191.0659;131.8608;86.5818;45.2789;156.6804
2019-03-08T02:00:00.0/2019-03-08T02:15:00.0;202.4145;141.9217;94.7265;47.1952;161.8159
2019-03-08T02:15:00.0/2019-03-08T02:30:00.0;212.8180;151.1955;102.2992;48.8963;166.2145
2019-03-08T02:30:00.0/2019-03-08T02:45:00.0;222.2320;159.6309;109.2332;50.3977;169.9665
2019-03-08T02:45:00.0/2019-03-08T03:00:00.0;230.6160;167.1619;115.4537;51.7083;173.1173
2019-03-08T03:00:00.0/2019-03-08T03:15:00.0;237.9344;173.9368;121.3187;52.6181;176.3155
2019-03-08T03:15:00.0/2019-03-08T03:30:00.0;244.1558;179.9188;126.8015;53.1172;179.5899
2019-03-08T03:30:00.0/2019-03-08T03:45:00.0;249.2535;184.8806;131.4527;53.4279;182.3709
2019-03-08T03:45:00.0/2019-03-08T04:00:00.0;253.2058;188.7956;135.2336;53.5620;184.6885
2019-03-08T04:00:00.0/2019-03-08T04:15:00.0;255.9959;191.6433;138.1137;53.5297;186.5663
2019-03-08T04:15:00.0/2019-03-08T04:30:00.0;257.6117;193.4098;140.0699;53.3399;188.0219
2019-03-08T04:30:00.0/2019-03-08T04:45:00.0;258.0465;194.0871;141.0869;53.0001;189.0674
2019-03-08T04:45:00.0/2019-03-08T05:00:00.0;257.2985;193.6729;141.1564;52.5165;189.7095
2019-03-08T05:00:00.0/2019-03-08T05:15:00.0;255.3709;192.1711;140.2771;51.8941;189.9496
2019-03-08T05:15:00.0/2019-03-08T05:30:00.0;252.2720;189.5914;138.4547;51.1366;189.7834
2019-03-08T05:30:00.0/2019-03-08T05:45:00.0;248.0153;185.9488;135.7020;50.2468;189.2007
2019-03-08T05:45:00.0/2019-03-08T06:00:00.0;242.6189;181.2645;132.0384;49.2261;188.1851
2019-03-08T06:00:00.0/2019-03-08T06:15:00.0;236.1060;175.3059;126.9506;48.3553;185.9179
2019-03-08T06:15:00.0/2019-03-08T06:30:00.0;228.5048;168.1113;120.5061;47.6052;182.3462
2019-03-08T06:30:00.0/2019-03-08T06:45:00.0;219.8477;159.9841;113.3132;46.6709;178.2085
2019-03-08T06:45:00.0/2019-03-08T07:00:00.0;210.1719;150.9738;105.4360;45.5377;173.4473
2019-03-08T07:00:00.0/2019-03-08T07:15:00.0;199.5190;141.1378;96.9492;44.1886;167.9932
2019-03-08T07:15:00.0/2019-03-08T07:30:00.0;187.9346;130.5433;87.9390;42.6042;161.7628
2019-03-08T07:30:00.0/2019-03-08T07:45:00.0;175.4686;119.2679;78.5055;40.7623;154.6560
2019-03-08T07:45:00.0/2019-03-08T08:00:00.0;162.1742;107.4025;68.7644;38.6381;146.5531
2019-03-08T08:00:00.0/2019-03-08T08:15:00.0;148.1086;95.0546;58.8505;36.2041;137.3115
2019-03-08T08:15:00.0/2019-03-08T08:30:00.0;133.3322;82.3528;48.9222;33.4307;126.7636
2019-03-08T08:30:00.0/2019-03-08T08:45:00.0;117.9082;69.4557;39.1685;30.2871;114.7198
2019-03-08T08:45:00.0/2019-03-08T09:00:00.0;101.9028;56.5624;29.8183;26.7440;100.9818
2019-03-08T09:00:00.0/2019-03-08T09:15:00.0;85.3846;43.9060;21.1233;22.7827;85.2644
2019-03-08T09:15:00.0/2019-03-08T09:30:00.0;68.4246;31.8360;13.4456;18.3904;67.5557
2019-03-08T09:30:00.0/2019-03-08T09:45:00.0;51.0953;20.8203;7.2187;13.6016;48.2847
2019-03-08T09:45:00.0/2019-03-08T10:00:00.0;33.4712;11.3997;2.8361;8.5636;28.4354
2019-03-08T10:00:00.0/2019-03-08T10:15:00.0;15.6277;4.1807;0.5363;3.6444;10.3420
2019-03-08T10:15:00.0/2019-03-08T10:30:00.0;1.2171;0.2522;0.0061;0.2461;0.0000
2019-03-08T10:30:00.0/2019-03-08T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T10:45:00.0/2019-03-08T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:00:00.0/2019-03-08T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:15:00.0/2019-03-08T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:30:00.0/2019-03-08T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T11:45:00.0/2019-03-08T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:00:00.0/2019-03-08T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:15:00.0/2019-03-08T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:30:00.0/2019-03-08T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T12:45:00.0/2019-03-08T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:00:00.0/2019-03-08T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:15:00.0/2019-03-08T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:30:00.0/2019-03-08T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T13:45:00.0/2019-03-08T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:00:00.0/2019-03-08T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:15:00.0/2019-03-08T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:30:00.0/2019-03-08T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T14:45:00.0/2019-03-08T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:00:00.0/2019-03-08T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:15:00.0/2019-03-08T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:30:00.0/2019-03-08T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T15:45:00.0/2019-03-08T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:00:00.0/2019-03-08T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:15:00.0/2019-03-08T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:30:00.0/2019-03-08T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T16:45:00.0/2019-03-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:00:00.0/2019-03-08T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:15:00.0/2019-03-08T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:30:00.0/2019-03-08T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:45:00.0/2019-03-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:00:00.0/2019-03-08T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:15:00.0/2019-03-08T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:30:00.0/2019-03-08T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:45:00.0/2019-03-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:00:00.0/2019-03-08T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:15:00.0/2019-03-08T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:30:00.0/2019-03-08T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:45:00.0/2019-03-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:00:00.0/2019-03-08T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:15:00.0/2019-03-08T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:30:00.0/2019-03-08T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:45:00.0/2019-03-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:00:00.0/2019-03-08T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:15:00.0/2019-03-08T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:30:00.0/2019-03-08T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:45:00.0/2019-03-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:00:00.0/2019-03-08T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:15:00.0/2019-03-08T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:30:00.0/2019-03-08T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:45:00.0/2019-03-08T23:00:00.0;4.6065;0.9537;0.0224;0.9313;0.6836
2019-03-08T23:00:00.0/2019-03-08T23:15:00.0;21.8832;5.6683;0.5037;5.1646;7.3557
2019-03-08T23:15:00.0/2019-03-08T23:30:00.0;39.6977;12.4856;2.0232;10.4624;17.2190
2019-03-08T23:30:00.0/2019-03-08T23:45:00.0;57.2696;20.9158;4.7440;16.1717;28.3453
2019-03-08T23:45:00.0/2019-03-09T00:00:00.0;74.5238;30.6078;8.6125;21.9953;39.7310
2019-03-09T00:00:00.0/2019-03-09T00:15:00.0;91.3865;41.1234;13.3660;27.7574;50.4039
2019-03-09T00:15:00.0/2019-03-09T00:30:00.0;107.7853;52.0922;18.7140;33.3782;59.9007
2019-03-09T00:30:00.0/2019-03-09T00:45:00.0;123.6501;63.3186;24.5099;38.8087;68.4306
2019-03-09T00:45:00.0/2019-03-09T01:00:00.0;138.9129;74.5786;30.5665;44.0121;75.9933
2019-03-09T01:00:00.0/2019-03-09T01:15:00.0;153.5085;85.6852;36.7200;48.9652;82.6328
2019-03-09T01:15:00.0/2019-03-09T01:30:00.0;167.3744;96.4829;42.8293;53.6536;88.4112
2019-03-09T01:30:00.0/2019-03-09T01:45:00.0;180.4512;106.8415;48.7727;58.0688;93.3946
2019-03-09T01:45:00.0/2019-03-09T02:00:00.0;192.6830;116.6509;54.4450;62.2059;97.6460
2019-03-09T02:00:00.0/2019-03-09T02:15:00.0;204.0174;125.8170;59.7551;66.0619;101.2214
2019-03-09T02:15:00.0/2019-03-09T02:30:00.0;214.4059;134.2585;64.6245;69.6340;104.1700
2019-03-09T02:30:00.0/2019-03-09T02:45:00.0;223.8040;141.9050;68.9856;72.9194;106.5333
2019-03-09T02:45:00.0/2019-03-09T03:00:00.0;232.1716;148.6953;72.7812;75.9141;108.3462
2019-03-09T03:00:00.0/2019-03-09T03:15:00.0;239.4728;154.5686;75.8791;78.6896;109.5159
2019-03-09T03:15:00.0/2019-03-09T03:30:00.0;245.6764;159.4808;78.2291;81.2517;110.0574
2019-03-09T03:30:00.0/2019-03-09T03:45:00.0;250.7559;163.4034;79.8837;83.5197;110.1090
2019-03-09T03:45:00.0/2019-03-09T04:00:00.0;254.6896;166.3073;80.8263;85.4810;109.6874
2019-03-09T04:00:00.0/2019-03-09T04:15:00.0;257.4607;168.1701;81.0485;87.1216;108.8047
2019-03-09T04:15:00.0/2019-03-09T04:30:00.0;259.0574;168.9766;80.5508;88.4258;107.4691
2019-03-09T04:30:00.0/2019-03-09T04:45:00.0;259.4729;168.7185;79.3418;89.3767;105.6854
2019-03-09T04:45:00.0/2019-03-09T05:00:00.0;258.7055;167.3976;77.4559;89.9417;103.4780
2019-03-09T05:00:00.0/2019-03-09T05:15:00.0;256.7585;165.0927;75.3478;89.7449;101.4238
2019-03-09T05:15:00.0/2019-03-09T05:30:00.0;253.6403;161.7790;72.7977;88.9813;99.1939
2019-03-09T05:30:00.0/2019-03-09T05:45:00.0;249.3644;157.4483;69.6484;87.7999;96.5276
2019-03-09T05:45:00.0/2019-03-09T06:00:00.0;243.9491;152.1341;65.9493;86.1847;93.4271
2019-03-09T06:00:00.0/2019-03-09T06:15:00.0;237.4178;145.9834;61.8883;84.0951;90.0836
2019-03-09T06:15:00.0/2019-03-09T06:30:00.0;229.7985;139.0437;57.5159;81.5278;86.4913
2019-03-09T06:30:00.0/2019-03-09T06:45:00.0;221.1238;131.2694;52.7670;78.5024;82.4584
2019-03-09T06:45:00.0/2019-03-09T07:00:00.0;211.4310;122.7333;47.7221;75.0112;77.9881
2019-03-09T07:00:00.0/2019-03-09T07:15:00.0;200.7618;113.5208;42.4705;71.0503;73.0879
2019-03-09T07:15:00.0/2019-03-09T07:30:00.0;189.1618;103.7324;37.1103;66.6221;67.7720
2019-03-09T07:30:00.0/2019-03-09T07:45:00.0;176.6809;93.4846;31.7473;61.7373;62.0642
2019-03-09T07:45:00.0/2019-03-09T08:00:00.0;163.3727;82.9126;26.4937;56.4189;56.0013
2019-03-09T08:00:00.0/2019-03-09T08:15:00.0;149.2941;72.1719;21.4654;50.7066;49.6372
2019-03-09T08:15:00.0/2019-03-09T08:30:00.0;134.5056;61.4391;16.7782;44.6609;43.0469
2019-03-09T08:30:00.0/2019-03-09T08:45:00.0;119.0705;50.9112;12.5427;38.3685;36.3300
2019-03-09T08:45:00.0/2019-03-09T09:00:00.0;103.0552;40.8000;8.8564;31.9436;29.6119
2019-03-09T09:00:00.0/2019-03-09T09:15:00.0;86.5283;31.3655;5.8453;25.5201;23.2483
2019-03-09T09:15:00.0/2019-03-09T09:30:00.0;69.5606;22.7767;3.5030;19.2737;17.2836
2019-03-09T09:30:00.0/2019-03-09T09:45:00.0;52.2249;15.1570;1.7805;13.3765;11.6307
2019-03-09T09:45:00.0/2019-03-09T10:00:00.0;34.5955;8.6628;0.6699;7.9929;6.4865
2019-03-09T10:00:00.0/2019-03-09T10:15:00.0;16.7481;3.4646;0.1185;3.3461;2.1038
2019-03-09T10:15:00.0/2019-03-09T10:30:00.0;1.6677;0.2790;0.0007;0.2783;0.0166
2019-03-09T10:30:00.0/2019-03-09T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T10:45:00.0/2019-03-09T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:00:00.0/2019-03-09T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:15:00.0/2019-03-09T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:30:00.0/2019-03-09T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:45:00.0/2019-03-09T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:00:00.0/2019-03-09T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:15:00.0/2019-03-09T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:30:00.0/2019-03-09T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:45:00.0/2019-03-09T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:00:00.0/2019-03-09T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:15:00.0/2019-03-09T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:30:00.0/2019-03-09T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:45:00.0/2019-03-09T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:00:00.0/2019-03-09T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:15:00.0/2019-03-09T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:30:00.0/2019-03-09T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:45:00.0/2019-03-09T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:00:00.0/2019-03-09T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:15:00.0/2019-03-09T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:30:00.0/2019-03-09T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:45:00.0/2019-03-09T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:00:00.0/2019-03-09T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:15:00.0/2019-03-09T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:30:00.0/2019-03-09T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:45:00.0/2019-03-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
